Unnamed: 0,번호,참고문헌양식
,35.0,"Andrée Marie López-Fernández,Zamira Burgos Silva. ""Stakeholder Perceptions and Word-of-Mouth on CSR Dynamics: A Big Data Analysis from Twitter"" INTERNATIONAL JOURNAL OF BUSINESS DATA COMMUNICATIONS AND NETWORKING : 67-80.
"
,36.0,"Roh  Yuji,Heo  Geon,Whang  Steven Euijong. ""A Survey on Data Collection for Machine Learning: A Big Data - AI Integration Perspective"" IEEE transactions on knowledge and data engineering : 1328-1347.
"
,37.0,"Velev  Dimiter,Zlateva  Plamena. ""An analysis of the relation between natural disasters and Big Data"" International journal of data science : 370-381.
"
,38.0,"Gupta  Preeti,Sharma  Arun,Jindal  Rajni. ""Scalable machine‐learning algorithms for big data analytics: a comprehensive review"" WIREs Data Mining and Knowledge Discovery : 194-214.
"
,39.0,"Samaraweera  G  Dumindu,Chang  J  Morris. ""Security and Privacy Implications on Database Systems in Big Data Era: A Survey"" IEEE transactions on knowledge and data engineering : 239-258.
"
,40.0,"Sautot  Lucile,Bimonte  Sandro,Journaux  Ludovic. ""A Semi-Automatic Design Methodology for (Big) Data Warehouse Transforming Facts into Dimensions"" IEEE transactions on knowledge and data engineering : 28-42.
"
,41.0,"Wu  C ,Ku  C ,Ho  J ,Chen  M . ""A Novel Pipeline Approach for Efficient Big Data Broadcasting"" IEEE transactions on knowledge and data engineering : 17-28.
"
,42.0,"Yanfeng  Z ,Shimin  C ,Qiang  W ,Ge  Y . ""i$^2$ MapReduce: Incremental MapReduce for Mining Evolving Big Data"" IEEE transactions on knowledge and data engineering : 1906-1919.
"
,43.0,"Jianguo  L ,Dingding  L . ""Bias Correction in a Small Sample from Big Data"" IEEE transactions on knowledge and data engineering : 2658-2663.
"
,44.0,"Kafeza  Eleanna,Kanavos  Andreas,Makris  Christos,Pispirigos  Georgios,Vikatos  Pantelis. ""T-PCCE: Twitter Personality based Communicative Communities Extraction System for Big Data"" IEEE transactions on knowledge and data engineering : 1625-1638.
"
,45.0,"Chen  Lei,Zhou  Xiangmin,Yang  Xiaochun,Sellis  Timos. ""Guest Editorial Special Issue on Online Recommendation Using AI and Big Data Techniques"" IEEE transactions on knowledge and data engineering : 9809-9811.
"
,46.0,"Li  Q ,Chen  Y ,Wang  J ,Chen  Y ,Chen  H . ""Web Media and Stock Markets : A Survey and Future Directions from a Big Data Perspective"" IEEE transactions on knowledge and data engineering : 381-399.
"
,47.0," ""VA-Store: A Virtual Approximate Store Approach to Supporting Repetitive Big Data in Genome Sequence Analyses"" IEEE transactions on knowledge and data engineering : 602-616.
"
,48.0,"Tang  Shanjiang,He  Bingsheng,Yu  Ce,Li  Yusen,Li  Kun. ""A Survey on Spark Ecosystem: Big Data Processing Infrastructure, Machine Learning, and Applications"" IEEE transactions on knowledge and data engineering : 71-91.
"
,49.0,"Hu  Huan,Li  Jianzhong. ""Bit-Oriented Sampling for Aggregation on Big Data"" IEEE transactions on knowledge and data engineering : 359-373.
"
,50.0,"Zhou  Pan,Wang  Kehao,Guo  Linke,Gong  Shimin,Zheng  Bolong. ""A Privacy-Preserving Distributed Contextual Federated Online Learning Framework with Big Data Support in Social Recommender Systems"" IEEE transactions on knowledge and data engineering : 824-838.
"
,51.0,"Tian  F ,Lan  T ,Chao  K ,Godwin  N ,Zheng  Q ,Shah  N ,Zhang  F . ""Mining Suspicious Tax Evasion Groups in Big Data"" IEEE transactions on knowledge and data engineering : 2651-2664.
"
,52.0,"Dutta  Palash. ""An uncertainty measure and fusion rule for conflict evidences of big data via Dempster–Shafer theory"" International journal of image and data fusion : 152-169.
"
,53.0,"Sutedi  Sutedi. ""Enhanced Graph Transforming V2 Algorithm for Non-Simple Graph in Big Data Pre-Processing"" IEEE transactions on knowledge and data engineering : 67-77.
"
,54.0,"Ordonez  C ,Zhang  Y ,Cabrera  W . ""The Gamma Matrix to Summarize Dense and Sparse Data Sets for Big Data Analytics"" IEEE transactions on knowledge and data engineering : 1905-1918.
"
,55.0,"Zhang  Chihao,Yang  Yang,Zhou  Wei,Zhang  Shihua. ""Distributed Bayesian Matrix Decomposition for Big Data Mining and Clustering"" IEEE transactions on knowledge and data engineering : 3701-3713.
"
,56.0," ""A Multi-Step Nonlinear Dimension-Reduction Approach with Applications to Big Data"" IEEE transactions on knowledge and data engineering : 2249-2261.
"
,57.0,"Song  G ,Rochas  J ,Beze  L  E ,Huet  F ,Magoules  F . ""K Nearest Neighbour Joins for Big Data on MapReduce: A Theoretical and Experimental Analysis"" IEEE transactions on knowledge and data engineering : 2376-2392.
"
,58.0,"Xu  Chen,Zhang  Yongquan,Li  Runze,Wu  Xindong. ""On the Feasibility of Distributed Kernel Regression for Big Data"" IEEE transactions on knowledge and data engineering : 3041-3052.
"
,59.0,"Song  Jie,He  Hongyan,Thomas  Richard,Bao  Yubin,Yu  Ge. ""Haery: A Hadoop Based Query System on Accumulative and High-Dimensional Data Model for Big Data"" IEEE transactions on knowledge and data engineering : 1362-1377.
"
,60.0,"Bo Hu,Nuno Carvalho,Takahide Matsutsuka. ""Towards Big Linked Data: A Large-Scale, Distributed Semantic Data Storage"" International journal of data warehousing and mining : 19-43.
"
,61.0,"Zhu  Fangzhou,Yuan  Mingxuan,Xie  Xike,Wang  Ting,Zhao  Shenglin,Rao  Weixiong,Zeng  Jia. ""A Data-Driven Sequential Localization Framework for Big Telco Data"" IEEE transactions on knowledge and data engineering : 3007-3019.
"
,62.0,"Cuzzocrea  Alfredo,Grasso  Giorgio Mario,Nolich  Massimiliano. ""Effective and efficient distributed management of big clinical data: a framework"" International Journal of Data Mining, Modelling and Management : 284-313.
"
,63.0,"Yang  C ,Chen  J . ""A Scalable Data Chunk Similarity Based Compression Approach for Efficient Big Sensing Data Processing on Cloud"" IEEE transactions on knowledge and data engineering : 1144-1157.
"
,64.0,"Yang  Chi,Xu  Xianghua,Ramamohanarao  Kotagiri,Chen  Jinjun. ""A Scalable Multi-Data Sources Based Recursive Approximation Approach for Fast Error Recovery in Big Sensing Data on Cloud"" IEEE transactions on knowledge and data engineering : 841-854.
"
,65.0,"Cheng   Siyao,Cai   Zhipeng,Li   Jianzhong,Gao   Hong. ""Extracting Kernel Dataset from Big Sensory Data in Wireless Sensor Networks"" IEEE transactions on knowledge and data engineering : 813-827.
"
,66.0,"Yang  Yicheng,Kim  Jae Kwang,Cho  In Ho. ""Parallel Fractional Hot-Deck Imputation and Variance Estimation for Big Incomplete Data Curing"" IEEE transactions on knowledge and data engineering : 3912-3926.
"
,67.0," ""Efficient and Distributed Generalized Canonical Correlation Analysis for Big Multiview Data"" IEEE transactions on knowledge and data engineering : 2304-2318.
"
,68.0,"Xu  Yang,Yao  Bin,Wang  Zhi-Jie,Gao  Xiaofeng,Xie  Jiong,Guo  Minyi. ""Skia: Scalable and Efficient In-Memory Analytics for Big Spatial-Textual Data"" IEEE transactions on knowledge and data engineering : 2467-2480.
"
,69.0,"Fang   Yixiang,Cheng   Reynold,Tang   Wenbin,Maniu   Silviu,Yang   Xuan. ""Scalable Algorithms for Nearest-Neighbor Joins on Big Trajectory Data"" IEEE transactions on knowledge and data engineering : 785-800.
"
,70.0,"Wu  Brian,Drignei  Dorin. ""Emulated order identification for models of big time series data"" Statistical Analysis and Data Mining : 201-212.
"
,71.0,"Zilber  Daniel,Katzfuss  Matthias. ""Vecchia–Laplace approximations of generalized Gaussian processes for big non-Gaussian spatial data"" Computational statistics & data analysis
"
,72.0,"Chen  Dan,Tang  Yunbo,Zhang  Hao,Wang  Lizhe,Li  Xiaoli. ""Incremental Factorization of Big Time Series Data with Blind Factor Approximation"" IEEE transactions on knowledge and data engineering : 569-584.
"
,73.0,"Huang  Lei,Zhao  Yandong,He  Guangxi,Lu  Yangxu,Zhang  Juanjuan,Wu  Peiyi. ""Data access as a big competitive advantage: evidence from China's car-hailing platforms"" Data Technologies and Applications : 192-215.
"
,74.0,"Costa  M ,Madeira  H . ""Handling Big Dimensions in Distrubted Data Warehouses using the DWS Technique"" ACM INTERNATIONAL WORKSHOP ON DATA WAREHOUSING AND OLAP : 31-37.
"
,75.0,"Mullock  J . ""EU data privacy laws face big shake-up"" JOURNAL OF DIRECT DATA AND DIGITAL MARKETING PRACTICE : 369-371.
"
,76.0,"Yan  Xuesong,Zhang  Mingzhao,Wu  Qinghua. ""Big-data-driven pre-stack seismic intelligent inversion"" Information Sciences : 34-52.
"
,77.0,"Agneeswaran  V S . ""Big-Data - Theoretical, Engineering and Analytics Perspective"" Lecture Notes in Computer Science : 8-15.
"
,78.0,"Hecker  D . ""Big-Data-Geschäftsmodelle — die drei Seiten der Medaille"" WIRTSCHAFTSINFORMATIK UND MANAGEMENT : 20-30.
"
,79.0,"Popov  K ,De Bold  R ,Chai  H -K ,Forde  M C ,Ho  C L ,Hyslip  J P ,Kashani  H F ,Long  P ,Hsu  S S . ""Big-data driven assessment of railway track and maintenance efficiency using Artificial Neural Networks"" Construction and Building Materials
"
,80.0," ""Big-data x-ray phase contrast imaging simulation challenges [9594-17]"" Proceedings of SPIE, the International Society for Optical Engineering : 9594 0I-9594 0I.
"
,81.0,"Xie  R ,Jia  X . ""Data Transfer Scheduling for Maximizing Throughput of Big-Data Computing in Cloud Systems"" IEEE Transactions on Cloud Computing : 87-98.
"
,82.0,"Cheng  J ,Cheng  Q ,Zargham  M . ""Big-data Feature Screening Using Bregman Divergence"" PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, COMPUTER VISION AND PATTERN RECOGNITION : 219-223.
"
,83.0,"Gao  Xinkai. ""Big-data-based network engineering recruitment data collection, warehousing, and analysis program"" Proceedings of SPIE, the International Society for Optical Engineering : 125110O-125110O.
"
,84.0,"Franz  T . ""Big-Data-Anwendungsfälle methodisch erarbeiten"" WIRTSCHAFTSINFORMATIK UND MANAGEMENT : 70-79.
"
,85.0,"Kanoun  Karim,van der Schaar  Mihaela. ""Big-Data Streaming Applications Scheduling with Online Learning and Concept Drift Detection"" DATE : 1547-1550.
"
,86.0,"Shukla  Manish,Tiwari  Manoj Kumar. ""Big-data analytics framework for incorporating smallholders in sustainable palm oil production"" Production planning & control : 1365-1377.
"
,87.0,"Yamagata  Yoshiki,Murakami  Daisuke,Wu  Yihan,Yang  Perry Pei-Ju,Yoshida  Takahiro,Binder  Robert. ""Big-data analysis for carbon emission reduction from cars: Towards walkable green smart community"" Energy Procedia : 4292-4297.
"
,88.0,"Jalali   Arash,Rahden   Douglas,Heintz   Joerg,Filla   Greg,DiNovi   Jason,Mensah   Edward. ""Big-Data Method to Advance Public Health Informatics: Smarter Public Health Prevention System (SPHPS)"" AMIA ANNUAL SYMPOSIUM : 1446-1446.
"
,89.0,"Luechtefeld  T ,Rowlands  C ,Hartung  T . ""Big-data and machine learning to revamp computational toxicology and its use in risk assessment"" Toxicology Research : 732-744.
"
,90.0,"Shukla  Amit K ,Muhuri  Pranab K . ""Big-data clustering with interval type-2 fuzzy uncertainty modeling in gene expression datasets"" Engineering Applications of Artificial Intelligence : 268-282.
"
,91.0,"Liang   Xiaomeng,Pérez   Benito O ,Dey   Soumya S ,Haney   Heather,Kim   Jasmin Y . ""Big-Data Analytics Drives Parking Policy: Evaluating Adherence to Meter Time Limits in Washington, D.C"" Transportation Research Record : 107-117.
"
,92.0,"Bell  P C . ""`Big data' and the analytics course Given student expectations and industry demands, it's time to re-frame content to make analytics course big-data friendly"" OR/MS today : 28-31.
"
,93.0,"Hennion  Nicolas. ""Big-Data for Satellite Yearly Reports Generation (AIAA 2018-2368)"" Papers American Institute of Aeronautics and Astronautics : 707-707.
"
,94.0,"Zhao  Wan-li,Miao  Ding-hao,Zhang  Yong,He  Zhan-bing. ""Big-data analysis of phase-formation rules in high-entropy alloys"" JOURNAL OF IRON AND STEEL RESEARCH -INTERNATIONAL- : 358-365.
"
,95.0,"Nunes   Rickey T  P ,Deshpande   Santosh L . ""Big-Data Approaches for Bioinformatics Workflows: A Comparative Assessment"" COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE : 647-654.
"
,96.0,"MAYIZ HABBAL. ""BIG DATA/BIG COMPUTE TECHNOLOGIES AND THE REALM OF POSSIBILITIES: The Emergence of Real-Time Risk Enterprises in the Capital Markets Industry"" Journal of trading : 67-70.
"
,97.0,"Del Sol  Antonio,Thiesen  Hans J ,Imitola  Jaime,Carazo Salas  Rafael E . ""Big-Data-Driven Stem Cell Science and Tissue Engineering: Vision and Unique Opportunities"" CELL STEM CELL : 157-160.
"
,98.0,"Zeng  T ,Zhang  W ,Yu  X ,Liu  X ,Li  M ,Chen  L . ""Big-data-based edge biomarkers: study on dynamical drug sensitivity and resistance in individuals"" Briefings in Bioinformatics : 576-592.
"
,99.0,"Kim  Jonghun,Jang  Heetae,Kim  Jong Tak,Pan  Hee-Jun,Park  Roy C . ""Big-Data Based Real-Time Interactive Growth Management System in Wireless Communications"" WIRELESS PERSONAL COMMUNICATIONS : 655-671.
"
,100.0,"Malik  K  R . ""Big-data: transformation from heterogeneous data to semantically-enriched simplified data"" Multimedia tools and applications  : 12727-12747.
"
,101.0,"Yang  C ,Puthal  D ,Mohanty  S ,Kougianos  E . ""Big-Sensing-Data Curation for the Cloud is Coming: A Promise of Scalable Cloud-Data-Center Mitigation for Next-Generation IoT and Wireless Sensor Networks"" IEEE CONSUMER ELECTRONICS MAGAZINE : 48-56.
"
,,
,2.0,"Guo  Liang,Jin  Qianqian,Liu  Ying,Xia  Yuanyi,Hu  Han. ""Big Data-Based Attack Scenario Reconstruction Architecture in Smart Grid"" Lecture Notes in Electrical Engineering : 1178-1187.
"
,3.0,"Madsen  A  K ,Flyverbom  M ,Hilbert  M ,Ruppert  E . ""Big Data: Issues for an International Political Sociology of Data Practices1"" INTERNATIONAL POLITICAL SOCIOLOGY : 275-296.
"
,4.0,"Qiu  Peihua. ""Big Data? More Challenges!"" Technometrics : 283-284.
"
,5.0,"Kaisler  S ,Armour  F ,Espinosa  J A ,Money  W . ""Big Data: Issues and Challenges Moving Forward"" Proceedings of the Annual Hawaii International Conference on System Sciences : 995-1004.
"
,6.0,"Toozs-Hobson  P ,Toozs-Hobson  N ,Kelley  T . ""Big data: why ignorance is no longer acceptable"" INTERNATIONAL UROGYNECOLOGY JOURNAL : 1235-1237.
"
,7.0,"Gobble  MaryAnne M . ""Big Data: The Next Big Thing in Innovation"" Research technology management : 64-67.
"
,8.0,"Ricco  Jean-Baptiste,Guetarni  Farid,Gargiulo  Mauro. """"Big Data"" in Vascular Surgery: A Reality not to be Missed But to Use With Caution"" European Journal of Vascular and Endovascular Surgery : e624-e625.
"
,9.0,"Zerbino  Pierluigi,Aloini  Davide,Dulmin  Riccardo,Mininno  Valeria. ""Big Data-enabled Customer Relationship Management: A holistic approach"" Information processing & management : 818-846.
"
,10.0,"Guo  Chonghui,Chen  Jingfeng. ""Big Data Analytics in Healthcare: Data-Driven Methods for Typical Treatment Pattern Mining"" JOURNAL OF SYSTEMS SCIENCE AND SYSTEMS ENGINEERING : 694-714.
"
,11.0,"Aljeri  Munairah. ""Big Data-Driven Approach to Analyzing Spatio-Temporal Mobility Pattern"" IEEE ACCESS : 98414-98426.
"
,12.0,"OJALA  MARYDEE. ""Big Data’s Promises and Perils"" Online searcher : 4.
"
,13.0,"Zhang  Kai,Qu  Ting,Zhang  Yongheng,Zhong  Ray Y ,Huang  George. ""Big data-enabled intelligent synchronisation for the complex production logistics system under the opti-state control strategy"" International journal of production research : 4159-4175.
"
,14.0,"Hasnat  Baban. ""Big Data: An Institutional Perspective on Opportunities and Challenges"" Journal of economic issues : 580-588.
"
,15.0,"Akhter  Mashal,Toy  Brian. ""Big Data-Based Epidemiology of Uveitis and Related Intraocular Inflammation"" Asia pacific journal of ophthalmology : 60-62.
"
,16.0,"Ma  Kevin Sheng-Kai,Tsai  Shin-Yi. ""Big Data-driven personal protective equipment stockpiling framework under Universal Healthcare for Disease Control and Prevention in the COVID-19 Era"" International Journal of Surgery : 290-291.
"
,17.0,"Leininger  J . ""BIG DATA: HOW TO TARGET YOUR CUSTOMER'S CUSTOMER"" MAGAZINE- PRINTING INDUSTRIES OF AMERICA : 47-49.
"
,18.0,"Carra  Giorgia,Salluh  Jorge I F ,da Silva Ramos  Fernando José,Meyfroidt  Geert. ""Data-driven ICU management: Using Big Data and algorithms to improve outcomes"" Journal of Critical Care : 300-304.
"
,19.0,"Ieva  F . ""Big data: the next challenge for statistics"" Lettera Matematica : 111-120.
"
,20.0,"Han  Peng,Yang  Xiaoxia. ""Big data-driven automatic generation of ship route planning in complex maritime environments"" Acta oceanologica Sinica : 113-120.
"
,21.0,"Yin  Li,Cheng  Qimin,Wang  Zhenxin,Shao  Zhenfeng. ""‘Big data’ for pedestrian volume: Exploring the use of Google Street View images for pedestrian counts"" Applied Geography : 337-345.
"
,22.0,"Hack  James J ,Papka  Michael E . ""Big Data: Next-Generation Machines for Big Science"" Computing in science and engineering : 63-65.
"
,23.0,"Fanning  K ,Drogt  E . ""Big Data: New Opportunities for M&A"" Journal of Corporate Accounting & Finance : 27-34.
"
,24.0,"Sangaiah  Arun Kumar,Goli  Alireza,Tirkolaee  Erfan Babaee,Ranjbar-Bourani  Mehdi,Pandey  Hari Mohan,Zhang  Weizhe. ""Big Data-Driven Cognitive Computing System for Optimization of Social Media Analytics"" IEEE ACCESS : 82215-82226.
"
,25.0,"Emilien Bourdy,Kandaraj Piamrat,Michel Herbin. ""Big Data: An incoming challenge for vehicular ad‐hoc networking"" Internet Technology Letters : n/a-n/a.
"
,26.0,"Fanning  K ,Grant  R . ""Big Data: Implications for Financial Managers"" Journal of Corporate Accounting & Finance : 23-30.
"
,27.0," ""Big data: analyse that In the first of a series, Katharine Bagshaw FCA examines the scope and use of data analytics in audit"" Accountancy : 70-73.
"
,28.0," ""Big Data-Oriented Product Infant Failure Intelligent Root Cause Identification Using Associated Tree and Fuzzy DEA"" IEEE ACCESS : 34687-34698.
"
,29.0," ""Big Data-Based Improved Data Acquisition and Storage System for Designing Industrial Data Platform"" IEEE ACCESS : 44574-44582.
"
,30.0,"Yan  Lu,Huang  Weihong,Wang  Liming,Feng  Song,Peng  Yonghong,Peng  Jie. ""Data-Enabled Digestive Medicine: A New Big Data Analytics Platform"" IEEE ACM Transactions on Computational Biology and Bioinformatics : 922-931.
"
,31.0,"Worster  A ,Weirich  T  R ,Andera  F . ""Big Data: Gaining a Competitive Edge"" Journal of Corporate Accounting & Finance : 35-39.
"
,32.0,"Lusher  S  J ,McGuire  R ,van Schaik  R  C ,Nicholson  C  D ,de Vlieg  J . ""Data-driven medicinal chemistry in the era of big data"" Drug Discovery Today : 859-868.
"
,33.0," ""Big Data and Risk Management The financial services industry provides lessons on how to prevent ``Big Data'' from becoming a big problem"" Risk management : 13.
"
,34.0,"Fiebig  D  G . ""Big Data: Will It Improve Patient-Centered Care?"" PATIENT -ADIS- : 133-139.
"
,35.0,"Upton   Julian. ""Big Data: Is It Crunch Time for Pharma?"" PHARMACEUTICAL EXECUTIVE : 12-12.
"
,36.0,"MARCUS KWAN. ""BIG DATA'S IMPACT ON TRADING AND TEcHNOLOGY"" Journal of trading : 54-56.
"
,37.0,"Serrano   Angel. ""Big Data—Hot Air or Hot Topic?"" ISACA Journal : 45-50.
"
,38.0,"Ning  Chao,You  Fengqi. ""Data-driven stochastic robust optimization: General computational framework and algorithm leveraging machine learning for optimization under uncertainty in the big data era"" Computers & chemical engineering : 115-133.
"
,39.0,"Kobayashi  Kiyoshi,Kaito  Kiyoyuki. ""Big data-based deterioration prediction models and infrastructure management: towards assetmetrics"" STRUCTURE AND INFRASTRUCTURE ENGINEERING : 84-93.
"
,40.0,"Kamble  Sachin S ,Gunasekaran  Angappa. ""Big data-driven supply chain performance measurement system: a review and framework for implementation"" International journal of production research : 65-86.
"
,41.0,"Kremer  J ,Stensbo-Smidt  K ,Gieseke  F ,Pedersen  K  S ,Igel  C . ""Big Universe, Big Data: Machine Learning and Image Analysis for Astronomy"" IEEE INTELLIGENT SYSTEMS : 16-22.
"
,42.0,"Jeske  Debora,Calvard  Thomas. ""Big data: lessons for employers and employees"" EMPLOYEE RELATIONS : 248-261.
"
,43.0,"Prabhakaran   S . ""Big data trends in stroke epidemiology in the United States: But are they good data?"" Neurology : 1940-1941.
"
,44.0,"Cheah  Sarah,Wang  Shenghui. ""Big data-driven business model innovation by traditional industries in the Chinese economy"" JOURNAL OF CHINESE ECONOMICS AND FOREIGN TRADE STUDIES : 229-251.
"
,45.0,"Pang  L . ""`Big Data': Here to Stay ... But What is it?"" COMPUTERS AND LAW : 39-40.
"
,46.0,"Lemieux   Thomas Mayer. ""Big Data, Little Data, No Data: Scholarship in the Networked World. By Christine L. Borgman"" Canadian journal of communication : 167-169.
"
,47.0,"Hicham M  Safhi  Bouchra Frikh  Badr Hirchoua  Brahim Ouhbi  Ismail Khalil. ""Data Intelligence in the Context of Big Data: A Survey"" Journal of mobile multimedia : 1-27.
"
,48.0,"Lee  In. ""Big data: Dimensions, evolution, impacts, and challenges"" Business horizons : 293-303.
"
,49.0,"Harper   Stephen,Sarni   William. ""Big Data's Big Handprint"" ENVIRONMENTAL FORUM : 22-27.
"
,50.0,"Cox  D R ,Kartsonaki  Christiana,Keogh  Ruth H . ""Big data: Some statistical issues"" Statistics & probability letters : 111-115.
"
,51.0,"Woerner  Stephanie L,Wixom  Barbara H . ""Big data: extending the business strategy toolbox"" Journal of information technology : 60-62.
"
,52.0,"Cuzzocrea  A . ""Big Data Mining or Turning Data Mining into Predictive Analytics from Large-Scale 3Vs Data: The Future Challenge for Knowledge Discovery"" Lecture Notes in Computer Science : 4-8.
"
,53.0,"Nogueira  Idelfonso B  R ,Martins  Márcio A  F ,Regufe  Maria João,Rodrigues  Alírio E ,Loureiro  José M ,Ribeiro  Ana M . ""Big Data-Based Optimization of a Pressure Swing Adsorption Unit for Syngas Purification: On Mapping Uncertainties from a Metaheuristic Technique"" Industrial & engineering chemistry research : 14037-14047.
"
,54.0,"Editor(s). ""'Big data' flood warning."" ENVIRONMENTAL ENGINEERING -BURY ST EDMUNDS- SOCIETY OF ENVIRONMENTAL ENGINEERS- : 3.
"
,55.0,"Analytis  P P ,Moussaid  M ,Artinger  F ,Kammer  J E ,Gigerenzer  G . ""``Big data'' needs an analysis of decision processes"" The Behavioral and brain sciences : 76-78.
"
,56.0," ""``Big data'' and device reprocessing among FDA's device science goals - FDA's device Center Science Council wants to leverage so-called big data and evidence from real-world clinical experience, improve reprocessing of reusable medical devices, and enhance use of health information technology and device cybersecurity, among other FY 2016 regulatory science goals"" The Gray Sheet : 14-14.
"
,57.0,"Zhou  Shengyao,He  Jie,Yang  Hui,Chen  Donghua,Zhang  Runtong. ""Big Data-Driven Abnormal Behavior Detection in Healthcare Based on Association Rules"" IEEE ACCESS : 129002-129011.
"
,58.0,"Ackland  Gareth L ,Stephens  Robert C  M . ""Big Data: A Cheerleader for Translational Perioperative Medicine"" Anesthesia and analgesia : 1744-1747.
"
,59.0,"Bicudo  Edison. ""‘Big data’ or ‘big knowledge’? Brazilian genomics and the process of academic marketization"" BIOSOCIETIES : 1-20.
"
,60.0,"Paterson  Moira,McDonagh  Maeve. ""Data Protection in an Era of Big Data: The Challenges Posed by Big Personal Data"" MONASH UNIVERSITY LAW REVIEW : 1-31.
"
,61.0,"Barocas   Solon,Selbst   Andrew D . ""Big Data's Disparate Impact"" California law review : 671-732.
"
,62.0,"Morley  S . ""Big data: Little difference"" European Journal of Pain : 593-594.
"
,63.0,"Shantz  Angelique Slade. ""BIG DATA, BIGGER QUESTIONS: DATA-BASED BUSINESS MODELS AND THEIR IMPLICATIONS FOR ORGANIZATIONAL BOUNDARIES, DATA GOVERNANCE, AND SOCIETY"" Research in the sociology of organizations : 305-330.
"
,64.0," ""`Big Data': A Whole Yotta Bytes"" CONGRESSIONAL QUARTERLY WEEKLY : 952.
"
,65.0,"Ramírez-Gallego  Sergio,Fernández  Alberto,García  Salvador,Chen  Min,Herrera  Francisco. ""Big Data: Tutorial and guidelines on information and process fusion for analytics algorithms with MapReduce"" INFORMATION FUSION : 51-61.
"
,66.0,"Kaye  Kate. ""BIG BUCKS ARE BACKING BIG DATA'S LOBBYING EFFORTS ON CAPITOL HILL"" Advertising Age : 20.
"
,67.0,"Patil  Anchal,Dwivedi  Ashish,Abdul Moktadir  Md . ""Big data-Industry 4.0 readiness factors for sustainable supply chain management: Towards circularity"" Computers & Industrial Engineering
"
,68.0,"Jeffrey A  Abell,Debejyo Chakraborty,Carlos A  Escobar,Kee H  Im,Diana M  Wegner,Michael A  Wincek. ""Big Data-Driven Manufacturing-Process-Monitoring-for-Quality Philosophy"" Journal of Manufacturing Science and Engineering : 1-12.
"
,69.0,"Kabanov  Yury,Karyagin  Mikhail. ""Data-Driven Authoritarianism: Non-democracies and Big Data"" COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE : 144-155.
"
,70.0,"Yang  Ruo Xi,McCandler  Caitlin A ,Andriuc  Oxana,Siron  Martin,Woods-Robinson  Rachel,Horton  Matthew K ,Persson  Kristin A . ""Big Data in a Nano World: A Review on Computational, Data-Driven Design of Nanomaterials Structures, Properties, and Synthesis"" ACS Nano : 19873-19891.
"
,71.0,"Song  Chang,Kong  Ying,Huang  Lianfang,Luo  Hui,Zhu  Xiao. ""Big data-driven precision medicine: Starting the custom-made era of iatrology"" BIOMEDICINE AND PHARMACOTHERAPY
"
,72.0," ""Big Data-Driven Contextual Processing Methods for Electrical Capacitance Tomography"" IEEE Transactions on Industrial Informatics : 1609-1618.
"
,73.0,"Groshev  A ,Shirinkina  E . ""Data-Driven approach as big data analytics in education within the context of digitalization"" AIP Conference Proceedings Series
"
,74.0,"O’Driscoll  A ,Daugelaite  J ,Sleator  R  D . ""‘Big data’, Hadoop and cloud computing in genomics"" Journal of Biomedical Informatics : 774-781.
"
,75.0,"Khezrimotlagh  Dariush,Zhu  Joe. ""Data Envelopment Analysis and Big Data: Revisit with a Faster Method"" International Series in Operations Research & Management Science : 1-34.
"
,76.0," ""Big Data—Go `Granular' to Boost Sales We look at how advances in technology are enhancing sales and marketing efforts by commercial launderers"" Textile Services : 18-21.
"
,77.0,"Dahdouh  Karim,Dakkak  Ahmed,Oughdir  Lahcen. ""Big data: a distributed storage and processing for online learning systems"" International Journal of Computational Intelligence Studies : 192-205.
"
,78.0," ""'Big data' in pharmaceutical science: challenges and opportunities"" Future Medicinal Chemistry : 857-864.
"
,79.0,"Gorodetsky  V . ""Big Data: Opportunities, Challenges and Solutions"" COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE : 3-22.
"
,80.0,"Nahotko  Marek,Zych  Magdalena,Januszko-Szakiel  Aneta,Jaskowska  Małgorzata. ""Big data-driven investigation into the maturity of library research data services (RDS)"" Journal of academic librarianship
"
,81.0," ""`Big data' in pharmaceutical science: challenges and opportunities"" Future Medicinal Chemistry : 857-864.
"
,82.0,"Ohata  M ,Kumar  A . ""Big Data: A Boon to Business Intelligence"" Financial Excutive : 63-64.
"
,83.0,"Diebold  F  X . """"Big Data"" Dynamic Factor Models for Macroeconomic Measurement and Forecasting: A Discussion of the Papers by Lucrezia Reichlin and by Mark W. Watson"" ECONOMETRIC SOCIETY MONOGRAPHS : 115-122.
"
,84.0,"Watson  H J ,Marjanovic  O . ""Big Data: The Fourth Data Management Generation"" BUSINESS INTELLIGENCE JOURNAL : 4-8.
"
,85.0," ""`Big data' looks best in 3D"" FLIGHT INTERNATIONAL : 23.
"
,86.0," ""Big data: What does big data mean? And what are its implications for marketers and brands?"" MARKETING WEEK : 38-41.
"
,87.0,"K  B  Greenland,M  G  Irwin. ""Big data: breaking new ground in airway research"" Anaesthesia : 674-678.
"
